#,station,moment,variable
50,10000,2016-06-12 16:00:00.000000,SO2
51,10000,2016-06-12 17:00:00.000000,SO2
52,10000,2016-06-12 18:00:00.000000,SO2
53,10000,2016-06-12 19:00:00.000000,SO2
54,10000,2016-06-12 20:00:00.000000,SO2
55,10000,2016-06-12 21:00:00.000000,SO2
56,10000,2016-06-12 22:00:00.000000,SO2
57,10000,2016-06-12 23:00:00.000000,SO2
58,10000,2016-06-12 00:00:00.000000,PM25
59,10000,2016-06-12 01:00:00.000000,PM25
60,10000,2016-06-12 02:00:00.000000,PM25
61,10000,2016-06-12 03:00:00.000000,PM25
62,10000,2016-06-12 04:00:00.000000,PM25
63,10000,2016-06-12 05:00:00.000000,PM25
64,10000,2016-06-12 06:00:00.000000,PM25
65,10000,2016-06-12 07:00:00.000000,PM25
66,10000,2016-06-12 08:00:00.000000,PM25
67,10000,2016-06-12 09:00:00.000000,PM25
68,10000,2016-06-12 10:00:00.000000,PM25
69,10000,2016-06-12 11:00:00.000000,PM25
70,10000,2016-06-12 12:00:00.000000,PM25
71,10000,2016-06-12 13:00:00.000000,PM25
72,10000,2016-06-12 14:00:00.000000,PM25
73,10000,2016-06-12 15:00:00.000000,PM25
74,10000,2016-06-12 16:00:00.000000,PM25
75,10000,2016-06-12 17:00:00.000000,PM25
76,10000,2016-06-12 18:00:00.000000,PM25
77,10000,2016-06-12 19:00:00.000000,PM25
78,10000,2016-06-12 20:00:00.000000,PM25
79,10000,2016-06-12 21:00:00.000000,PM25
80,10000,2016-06-12 22:00:00.000000,PM25
81,10000,2016-06-12 23:00:00.000000,PM25
82,10000,2021-01-01 00:00:00.000000,NO2
83,10000,2021-01-01 01:00:00.000000,NO2
84,10000,2021-01-01 02:00:00.000000,NO2
85,10000,2021-01-01 03:00:00.000000,NO2
86,10000,2021-01-01 04:00:00.000000,NO2
87,10000,2021-01-01 05:00:00.000000,NO2
88,10000,2021-01-01 06:00:00.000000,NO2
89,10000,2021-01-01 07:00:00.000000,NO2
90,10000,2021-01-01 08:00:00.000000,NO2
91,10000,2021-01-01 09:00:00.000000,NO2
92,10000,2021-01-01 10:00:00.000000,NO2
93,10000,2021-01-01 11:00:00.000000,NO2
94,10000,2021-01-01 12:00:00.000000,NO2
95,10000,2021-01-01 13:00:00.000000,NO2
96,10000,2021-01-01 14:00:00.000000,NO2
97,10000,2021-01-01 15:00:00.000000,NO2
98,10000,2021-01-01 16:00:00.000000,NO2
99,10000,2021-01-01 17:00:00.000000,NO2
100,10000,2021-01-01 18:00:00.000000,NO2
101,10000,2021-01-01 19:00:00.000000,NO2
102,10000,2021-01-01 20:00:00.000000,NO2
103,10000,2021-01-01 21:00:00.000000,NO2
104,10000,2021-01-01 22:00:00.000000,NO2
105,10000,2021-01-01 23:00:00.000000,NO2
106,10000,2021-01-02 00:00:00.000000,NO2
107,10000,2021-01-02 01:00:00.000000,NO2
108,10000,2021-01-02 02:00:00.000000,NO2
109,10000,2021-01-02 03:00:00.000000,NO2
110,10000,2021-01-02 04:00:00.000000,NO2
111,10000,2021-01-02 05:00:00.000000,NO2
112,10000,2021-01-02 06:00:00.000000,NO2
113,10000,2021-01-02 07:00:00.000000,NO2
114,10000,2021-01-02 08:00:00.000000,NO2
115,10000,2021-01-02 09:00:00.000000,NO2
116,10000,2021-01-02 10:00:00.000000,NO2
117,10000,2021-01-02 11:00:00.000000,NO2
118,10000,2021-01-02 12:00:00.000000,NO2
119,10000,2021-01-02 13:00:00.000000,NO2
120,10000,2021-01-02 14:00:00.000000,NO2
121,10000,2021-01-02 15:00:00.000000,NO2
122,10000,2021-01-02 16:00:00.000000,NO2
123,10000,2021-01-02 17:00:00.000000,NO2
124,10000,2021-01-02 18:00:00.000000,NO2
125,10000,2021-01-02 19:00:00.000000,NO2
126,10000,2021-01-02 20:00:00.000000,NO2
127,10000,2021-01-02 21:00:00.000000,NO2
128,10000,2021-01-02 22:00:00.000000,NO2
129,10000,2021-01-02 23:00:00.000000,NO2
130,10000,2021-01-03 00:00:00.000000,NO2
131,10000,2021-01-03 01:00:00.000000,NO2
132,10000,2021-01-03 02:00:00.000000,NO2
133,10000,2021-01-03 03:00:00.000000,NO2
134,10000,2021-01-03 04:00:00.000000,NO2
135,10000,2021-01-03 05:00:00.000000,NO2
136,10000,2021-01-03 06:00:00.000000,NO2
137,10000,2021-01-03 07:00:00.000000,NO2
138,10000,2021-01-03 08:00:00.000000,NO2
139,10000,2021-01-03 09:00:00.000000,NO2
140,10000,2021-01-03 10:00:00.000000,NO2
141,10000,2021-01-03 11:00:00.000000,NO2
142,10000,2021-01-03 12:00:00.000000,NO2
143,10000,2021-01-03 13:00:00.000000,NO2
144,10000,2021-01-03 14:00:00.000000,NO2
145,10000,2021-01-03 15:00:00.000000,NO2
146,10000,2021-01-03 16:00:00.000000,NO2
147,10000,2021-01-03 17:00:00.000000,NO2
148,10000,2021-01-03 18:00:00.000000,NO2
149,10000,2021-01-03 19:00:00.000000,NO2
150,10000,2021-01-03 20:00:00.000000,NO2
151,10000,2021-01-03 21:00:00.000000,NO2
152,10000,2021-01-03 22:00:00.000000,NO2
153,10000,2021-01-03 23:00:00.000000,NO2
154,10000,2021-01-04 00:00:00.000000,NO2
155,10000,2021-01-04 01:00:00.000000,NO2
156,10000,2021-01-04 02:00:00.000000,NO2
157,10000,2021-01-04 03:00:00.000000,NO2
158,10000,2021-01-04 04:00:00.000000,NO2
159,10000,2021-01-04 05:00:00.000000,NO2
160,10000,2021-01-04 06:00:00.000000,NO2
161,10000,2021-01-04 07:00:00.000000,NO2
162,10000,2021-01-04 08:00:00.000000,NO2
163,10000,2021-01-04 09:00:00.000000,NO2
164,10000,2021-01-04 10:00:00.000000,NO2
165,10000,2021-01-04 11:00:00.000000,NO2
166,10000,2021-01-04 12:00:00.000000,NO2
167,10000,2021-01-04 13:00:00.000000,NO2
168,10000,2021-01-04 14:00:00.000000,NO2
169,10000,2021-01-04 15:00:00.000000,NO2
170,10000,2021-01-04 16:00:00.000000,NO2
171,10000,2021-01-04 17:00:00.000000,NO2
172,10000,2021-01-04 18:00:00.000000,NO2
173,10000,2021-01-04 19:00:00.000000,NO2
174,10000,2021-01-04 20:00:00.000000,NO2
175,10000,2021-01-04 21:00:00.000000,NO2
176,10000,2021-01-04 22:00:00.000000,NO2
177,10000,2021-01-04 23:00:00.000000,NO2
178,10000,2021-01-05 00:00:00.000000,NO2
179,10000,2021-01-05 01:00:00.000000,NO2
180,10000,2021-01-05 02:00:00.000000,NO2
181,10000,2021-01-05 03:00:00.000000,NO2
182,10000,2021-01-05 04:00:00.000000,NO2
183,10000,2021-01-05 05:00:00.000000,NO2
184,10000,2021-01-05 06:00:00.000000,NO2
185,10000,2021-01-05 07:00:00.000000,NO2
186,10000,2021-01-05 08:00:00.000000,NO2
187,10000,2021-01-05 09:00:00.000000,NO2
188,10000,2021-01-05 10:00:00.000000,NO2
189,10000,2021-01-05 11:00:00.000000,NO2
190,10000,2021-01-05 12:00:00.000000,NO2
191,10000,2021-01-05 13:00:00.000000,NO2
192,10000,2021-01-05 14:00:00.000000,NO2
193,10000,2021-01-05 15:00:00.000000,NO2
194,10000,2021-01-05 16:00:00.000000,NO2
195,10000,2021-01-05 17:00:00.000000,NO2
196,10000,2021-01-05 18:00:00.000000,NO2
197,10000,2021-01-05 19:00:00.000000,NO2
198,10000,2021-01-05 20:00:00.000000,NO2
199,10000,2021-01-05 21:00:00.000000,NO2
200,10000,2021-01-05 22:00:00.000000,NO2
201,10000,2021-01-05 23:00:00.000000,NO2
202,10000,2021-01-06 00:00:00.000000,NO2
203,10000,2021-01-06 01:00:00.000000,NO2
204,10000,2021-01-06 02:00:00.000000,NO2
205,10000,2021-01-06 03:00:00.000000,NO2
206,10000,2021-01-06 04:00:00.000000,NO2
207,10000,2021-01-06 05:00:00.000000,NO2
208,10000,2021-01-06 06:00:00.000000,NO2
209,10000,2021-01-06 07:00:00.000000,NO2
210,10000,2021-01-06 08:00:00.000000,NO2
211,10000,2021-01-06 09:00:00.000000,NO2
212,10000,2021-01-06 10:00:00.000000,NO2
213,10000,2021-01-06 11:00:00.000000,NO2
214,10000,2021-01-06 12:00:00.000000,NO2
215,10000,2021-01-06 13:00:00.000000,NO2
216,10000,2021-01-06 14:00:00.000000,NO2
217,10000,2021-01-06 15:00:00.000000,NO2
218,10000,2021-01-06 16:00:00.000000,NO2
219,10000,2021-01-06 17:00:00.000000,NO2
220,10000,2021-01-06 18:00:00.000000,NO2
221,10000,2021-01-06 19:00:00.000000,NO2
222,10000,2021-01-06 20:00:00.000000,NO2
223,10000,2021-01-06 21:00:00.000000,NO2
224,10000,2021-01-06 22:00:00.000000,NO2
225,10000,2021-01-06 23:00:00.000000,NO2
226,10000,2021-01-07 00:00:00.000000,NO2
227,10000,2021-01-07 01:00:00.000000,NO2
228,10000,2021-01-07 02:00:00.000000,NO2
229,10000,2021-01-07 03:00:00.000000,NO2
230,10000,2021-01-07 04:00:00.000000,NO2
231,10000,2021-01-07 05:00:00.000000,NO2
232,10000,2021-01-07 06:00:00.000000,NO2
233,10000,2021-01-07 07:00:00.000000,NO2
234,10000,2021-01-07 08:00:00.000000,NO2
235,10000,2021-01-07 09:00:00.000000,NO2
236,10000,2021-01-07 10:00:00.000000,NO2
237,10000,2021-01-07 11:00:00.000000,NO2
238,10000,2021-01-07 12:00:00.000000,NO2
239,10000,2021-01-07 13:00:00.000000,NO2
240,10000,2021-01-07 14:00:00.000000,NO2
241,10000,2021-01-07 15:00:00.000000,NO2
242,10000,2021-01-07 16:00:00.000000,NO2
243,10000,2021-01-07 17:00:00.000000,NO2
244,10000,2021-01-07 18:00:00.000000,NO2
245,10000,2021-01-07 19:00:00.000000,NO2
246,10000,2021-01-07 20:00:00.000000,NO2
247,10000,2021-01-07 21:00:00.000000,NO2
248,10000,2021-01-07 22:00:00.000000,NO2
249,10000,2021-01-07 23:00:00.000000,NO2
250,10000,2021-01-08 00:00:00.000000,NO2
251,10000,2021-01-08 01:00:00.000000,NO2
252,10000,2021-01-08 02:00:00.000000,NO2
253,10000,2021-01-08 03:00:00.000000,NO2
254,10000,2021-01-08 04:00:00.000000,NO2
255,10000,2021-01-08 05:00:00.000000,NO2
256,10000,2021-01-08 06:00:00.000000,NO2
257,10000,2021-01-08 07:00:00.000000,NO2
258,10000,2021-01-08 08:00:00.000000,NO2
259,10000,2021-01-08 09:00:00.000000,NO2
260,10000,2021-01-08 10:00:00.000000,NO2
261,10000,2021-01-08 11:00:00.000000,NO2
262,10000,2021-01-08 12:00:00.000000,NO2
263,10000,2021-01-08 13:00:00.000000,NO2
264,10000,2021-01-08 14:00:00.000000,NO2
265,10000,2021-01-08 15:00:00.000000,NO2
266,10000,2021-01-08 16:00:00.000000,NO2
267,10000,2021-01-08 17:00:00.000000,NO2
268,10000,2021-01-08 18:00:00.000000,NO2
269,10000,2021-01-08 19:00:00.000000,NO2
270,10000,2021-01-08 20:00:00.000000,NO2
271,10000,2021-01-08 21:00:00.000000,NO2
272,10000,2021-01-08 22:00:00.000000,NO2
273,10000,2021-01-08 23:00:00.000000,NO2
274,10000,2021-01-09 00:00:00.000000,NO2
275,10000,2021-01-09 01:00:00.000000,NO2
276,10000,2021-01-09 02:00:00.000000,NO2
277,10000,2021-01-09 03:00:00.000000,NO2
278,10000,2021-01-09 04:00:00.000000,NO2
279,10000,2021-01-09 05:00:00.000000,NO2
280,10000,2021-01-09 06:00:00.000000,NO2
281,10000,2021-01-09 07:00:00.000000,NO2
282,10000,2021-01-09 08:00:00.000000,NO2
283,10000,2021-01-09 09:00:00.000000,NO2
284,10000,2021-01-09 10:00:00.000000,NO2
285,10000,2021-01-09 11:00:00.000000,NO2
286,10000,2021-01-09 12:00:00.000000,NO2
287,10000,2021-01-09 13:00:00.000000,NO2
288,10000,2021-01-09 14:00:00.000000,NO2
289,10000,2021-01-09 15:00:00.000000,NO2
290,10000,2021-01-09 16:00:00.000000,NO2
291,10000,2021-01-09 17:00:00.000000,NO2
292,10000,2021-01-09 18:00:00.000000,NO2
293,10000,2021-01-09 19:00:00.000000,NO2
294,10000,2021-01-09 20:00:00.000000,NO2
295,10000,2021-01-09 21:00:00.000000,NO2
296,10000,2021-01-09 22:00:00.000000,NO2
297,10000,2021-01-09 23:00:00.000000,NO2
298,10000,2021-01-10 00:00:00.000000,NO2
299,10000,2021-01-10 01:00:00.000000,NO2
300,10000,2021-01-10 02:00:00.000000,NO2
301,10000,2021-01-10 03:00:00.000000,NO2
302,10000,2021-01-10 04:00:00.000000,NO2
303,10000,2021-01-10 05:00:00.000000,NO2
304,10000,2021-01-10 06:00:00.000000,NO2
305,10000,2021-01-10 07:00:00.000000,NO2
306,10000,2021-01-10 08:00:00.000000,NO2
307,10000,2021-01-10 09:00:00.000000,NO2
308,10000,2021-01-10 10:00:00.000000,NO2
309,10000,2021-01-10 11:00:00.000000,NO2
310,10000,2021-01-10 12:00:00.000000,NO2
311,10000,2021-01-10 13:00:00.000000,NO2
312,10000,2021-01-10 14:00:00.000000,NO2
313,10000,2021-01-10 15:00:00.000000,NO2
314,10000,2021-01-10 16:00:00.000000,NO2
315,10000,2021-01-10 17:00:00.000000,NO2
316,10000,2021-01-10 18:00:00.000000,NO2
317,10000,2021-01-10 19:00:00.000000,NO2
318,10000,2021-01-10 20:00:00.000000,NO2
319,10000,2021-01-10 21:00:00.000000,NO2
320,10000,2021-01-10 22:00:00.000000,NO2
321,10000,2021-01-10 23:00:00.000000,NO2
322,10000,2021-01-11 00:00:00.000000,NO2
323,10000,2021-01-11 01:00:00.000000,NO2
324,10000,2021-01-11 02:00:00.000000,NO2
325,10000,2021-01-11 03:00:00.000000,NO2
326,10000,2021-01-11 04:00:00.000000,NO2
327,10000,2021-01-11 05:00:00.000000,NO2
328,10000,2021-01-11 06:00:00.000000,NO2
329,10000,2021-01-11 07:00:00.000000,NO2
330,10000,2021-01-11 08:00:00.000000,NO2
331,10000,2021-01-11 09:00:00.000000,NO2
332,10000,2021-01-11 10:00:00.000000,NO2
333,10000,2021-01-11 11:00:00.000000,NO2
334,10000,2021-01-11 12:00:00.000000,NO2
335,10000,2021-01-11 13:00:00.000000,NO2
336,10000,2021-01-11 14:00:00.000000,NO2
337,10000,2021-01-11 15:00:00.000000,NO2
338,10000,2021-01-11 16:00:00.000000,NO2
339,10000,2021-01-11 17:00:00.000000,NO2
340,10000,2021-01-11 18:00:00.000000,NO2
341,10000,2021-01-11 19:00:00.000000,NO2
342,10000,2021-01-11 20:00:00.000000,NO2
343,10000,2021-01-11 21:00:00.000000,NO2
344,10000,2021-01-11 22:00:00.000000,NO2
345,10000,2021-01-11 23:00:00.000000,NO2
346,10000,2021-01-12 00:00:00.000000,NO2
347,10000,2021-01-12 01:00:00.000000,NO2
348,10000,2021-01-12 02:00:00.000000,NO2
349,10000,2021-01-12 03:00:00.000000,NO2
350,10000,2021-01-12 04:00:00.000000,NO2
351,10000,2021-01-12 05:00:00.000000,NO2
352,10000,2021-01-12 06:00:00.000000,NO2
353,10000,2021-01-12 07:00:00.000000,NO2
354,10000,2021-01-12 08:00:00.000000,NO2
355,10000,2021-01-12 09:00:00.000000,NO2
356,10000,2021-01-12 10:00:00.000000,NO2
357,10000,2021-01-12 11:00:00.000000,NO2
358,10000,2021-01-12 12:00:00.000000,NO2
359,10000,2021-01-12 13:00:00.000000,NO2
360,10000,2021-01-12 14:00:00.000000,NO2
361,10000,2021-01-12 15:00:00.000000,NO2
362,10000,2021-01-12 16:00:00.000000,NO2
363,10000,2021-01-12 17:00:00.000000,NO2
364,10000,2021-01-12 18:00:00.000000,NO2
365,10000,2021-01-12 19:00:00.000000,NO2
366,10000,2021-01-12 20:00:00.000000,NO2
367,10000,2021-01-12 21:00:00.000000,NO2
368,10000,2021-01-12 22:00:00.000000,NO2
369,10000,2021-01-12 23:00:00.000000,NO2
370,10000,2021-01-13 00:00:00.000000,NO2
371,10000,2021-01-13 01:00:00.000000,NO2
372,10000,2021-01-13 02:00:00.000000,NO2
373,10000,2021-01-13 03:00:00.000000,NO2
374,10000,2021-01-13 04:00:00.000000,NO2
375,10000,2021-01-13 05:00:00.000000,NO2
376,10000,2021-01-13 06:00:00.000000,NO2
377,10000,2021-01-13 07:00:00.000000,NO2
378,10000,2021-01-13 08:00:00.000000,NO2
379,10000,2021-01-13 09:00:00.000000,NO2
380,10000,2021-01-13 10:00:00.000000,NO2
381,10000,2021-01-13 11:00:00.000000,NO2
382,10000,2021-01-13 12:00:00.000000,NO2
383,10000,2021-01-13 13:00:00.000000,NO2
384,10000,2021-01-13 14:00:00.000000,NO2
385,10000,2021-01-13 15:00:00.000000,NO2
386,10000,2021-01-13 16:00:00.000000,NO2
387,10000,2021-01-13 17:00:00.000000,NO2
388,10000,2021-01-13 18:00:00.000000,NO2
389,10000,2021-01-13 19:00:00.000000,NO2
390,10000,2021-01-13 20:00:00.000000,NO2
391,10000,2021-01-13 21:00:00.000000,NO2
392,10000,2021-01-13 22:00:00.000000,NO2
393,10000,2021-01-13 23:00:00.000000,NO2
394,10000,2021-01-14 00:00:00.000000,NO2
395,10000,2021-01-14 01:00:00.000000,NO2
396,10000,2021-01-14 02:00:00.000000,NO2
397,10000,2021-01-14 03:00:00.000000,NO2
398,10000,2021-01-14 04:00:00.000000,NO2
399,10000,2021-01-14 05:00:00.000000,NO2
400,10000,2021-01-14 06:00:00.000000,NO2
401,10000,2021-01-14 07:00:00.000000,NO2
402,10000,2021-01-14 08:00:00.000000,NO2
403,10000,2021-01-14 09:00:00.000000,NO2
404,10000,2021-01-14 10:00:00.000000,NO2
405,10000,2021-01-14 11:00:00.000000,NO2
406,10000,2021-01-14 12:00:00.000000,NO2
407,10000,2021-01-14 13:00:00.000000,NO2
408,10000,2021-01-14 14:00:00.000000,NO2
409,10000,2021-01-14 15:00:00.000000,NO2
410,10000,2021-01-14 16:00:00.000000,NO2
411,10000,2021-01-14 17:00:00.000000,NO2
412,10000,2021-01-14 18:00:00.000000,NO2
413,10000,2021-01-14 19:00:00.000000,NO2
414,10000,2021-01-14 20:00:00.000000,NO2
415,10000,2021-01-14 21:00:00.000000,NO2
416,10000,2021-01-14 22:00:00.000000,NO2
417,10000,2021-01-14 23:00:00.000000,NO2
418,10000,2021-01-15 00:00:00.000000,NO2
419,10000,2021-01-15 01:00:00.000000,NO2
420,10000,2021-01-15 02:00:00.000000,NO2
421,10000,2021-01-15 03:00:00.000000,NO2
422,10000,2021-01-15 04:00:00.000000,NO2
423,10000,2021-01-15 05:00:00.000000,NO2
424,10000,2021-01-15 06:00:00.000000,NO2
425,10000,2021-01-15 07:00:00.000000,NO2
426,10000,2021-01-15 08:00:00.000000,NO2
427,10000,2021-01-15 09:00:00.000000,NO2
428,10000,2021-01-15 10:00:00.000000,NO2
429,10000,2021-01-15 11:00:00.000000,NO2
430,10000,2021-01-15 12:00:00.000000,NO2
431,10000,2021-01-15 13:00:00.000000,NO2
432,10000,2021-01-15 14:00:00.000000,NO2
433,10000,2021-01-15 15:00:00.000000,NO2
434,10000,2021-01-15 16:00:00.000000,NO2
435,10000,2021-01-15 17:00:00.000000,NO2
436,10000,2021-01-15 18:00:00.000000,NO2
437,10000,2021-01-15 19:00:00.000000,NO2
438,10000,2021-01-15 20:00:00.000000,NO2
439,10000,2021-01-15 21:00:00.000000,NO2
440,10000,2021-01-15 22:00:00.000000,NO2
441,10000,2021-01-15 23:00:00.000000,NO2
442,10000,2021-01-16 00:00:00.000000,NO2
443,10000,2021-01-16 01:00:00.000000,NO2
444,10000,2021-01-16 02:00:00.000000,NO2
445,10000,2021-01-16 03:00:00.000000,NO2
446,10000,2021-01-16 04:00:00.000000,NO2
447,10000,2021-01-16 05:00:00.000000,NO2
448,10000,2021-01-16 06:00:00.000000,NO2
449,10000,2021-01-16 07:00:00.000000,NO2
450,10000,2021-01-16 08:00:00.000000,NO2
451,10000,2021-01-16 09:00:00.000000,NO2
452,10000,2021-01-16 10:00:00.000000,NO2
453,10000,2021-01-16 11:00:00.000000,NO2
454,10000,2021-01-16 12:00:00.000000,NO2
455,10000,2021-01-16 13:00:00.000000,NO2
456,10000,2021-01-16 14:00:00.000000,NO2
457,10000,2021-01-16 15:00:00.000000,NO2
458,10000,2021-01-16 16:00:00.000000,NO2
459,10000,2021-01-16 17:00:00.000000,NO2
460,10000,2021-01-16 18:00:00.000000,NO2
461,10000,2021-01-16 19:00:00.000000,NO2
462,10000,2021-01-16 20:00:00.000000,NO2
463,10000,2021-01-16 21:00:00.000000,NO2
464,10000,2021-01-16 22:00:00.000000,NO2
465,10000,2021-01-16 23:00:00.000000,NO2
466,10000,2021-01-17 00:00:00.000000,NO2
467,10000,2021-01-17 01:00:00.000000,NO2
468,10000,2021-01-17 02:00:00.000000,NO2
469,10000,2021-01-17 03:00:00.000000,NO2
470,10000,2021-01-17 04:00:00.000000,NO2
471,10000,2021-01-17 05:00:00.000000,NO2
472,10000,2021-01-17 06:00:00.000000,NO2
473,10000,2021-01-17 07:00:00.000000,NO2
474,10000,2021-01-17 08:00:00.000000,NO2
475,10000,2021-01-17 09:00:00.000000,NO2
476,10000,2021-01-17 10:00:00.000000,NO2
477,10000,2021-01-17 11:00:00.000000,NO2
478,10000,2021-01-17 12:00:00.000000,NO2
479,10000,2021-01-17 13:00:00.000000,NO2
480,10000,2021-01-17 14:00:00.000000,NO2
481,10000,2021-01-17 15:00:00.000000,NO2
482,10000,2021-01-17 16:00:00.000000,NO2
483,10000,2021-01-17 17:00:00.000000,NO2
484,10000,2021-01-17 18:00:00.000000,NO2
485,10000,2021-01-17 19:00:00.000000,NO2
486,10000,2021-01-17 20:00:00.000000,NO2
487,10000,2021-01-17 21:00:00.000000,NO2
488,10000,2021-01-17 22:00:00.000000,NO2
489,10000,2021-01-17 23:00:00.000000,NO2
490,10000,2021-01-18 00:00:00.000000,NO2
491,10000,2021-01-18 01:00:00.000000,NO2
492,10000,2021-01-18 02:00:00.000000,NO2
493,10000,2021-01-18 03:00:00.000000,NO2
494,10000,2021-01-18 04:00:00.000000,NO2
495,10000,2021-01-18 05:00:00.000000,NO2
496,10000,2021-01-18 06:00:00.000000,NO2
497,10000,2021-01-18 07:00:00.000000,NO2
498,10000,2021-01-18 08:00:00.000000,NO2
499,10000,2021-01-18 09:00:00.000000,NO2
500,10000,2021-01-18 10:00:00.000000,NO2
501,10000,2021-01-18 11:00:00.000000,NO2
502,10000,2021-01-18 12:00:00.000000,NO2
503,10000,2021-01-18 13:00:00.000000,NO2
504,10000,2021-01-18 14:00:00.000000,NO2
505,10000,2021-01-18 15:00:00.000000,NO2
506,10000,2021-01-18 16:00:00.000000,NO2
507,10000,2021-01-18 17:00:00.000000,NO2
508,10000,2021-01-18 18:00:00.000000,NO2
509,10000,2021-01-18 19:00:00.000000,NO2
510,10000,2021-01-18 20:00:00.000000,NO2
511,10000,2021-01-18 21:00:00.000000,NO2
512,10000,2021-01-18 22:00:00.000000,NO2
513,10000,2021-01-18 23:00:00.000000,NO2
514,10000,2021-01-19 00:00:00.000000,NO2
515,10000,2021-01-19 01:00:00.000000,NO2
516,10000,2021-01-19 02:00:00.000000,NO2
517,10000,2021-01-19 03:00:00.000000,NO2
518,10000,2021-01-19 04:00:00.000000,NO2
519,10000,2021-01-19 05:00:00.000000,NO2
520,10000,2021-01-19 06:00:00.000000,NO2
521,10000,2021-01-19 07:00:00.000000,NO2
522,10000,2021-01-19 08:00:00.000000,NO2
523,10000,2021-01-19 09:00:00.000000,NO2
524,10000,2021-01-19 10:00:00.000000,NO2
525,10000,2021-01-19 11:00:00.000000,NO2
526,10000,2021-01-19 12:00:00.000000,NO2
527,10000,2021-01-19 13:00:00.000000,NO2
528,10000,2021-01-19 14:00:00.000000,NO2
529,10000,2021-01-19 15:00:00.000000,NO2
530,10000,2021-01-19 16:00:00.000000,NO2
531,10000,2021-01-19 17:00:00.000000,NO2
532,10000,2021-01-19 18:00:00.000000,NO2
533,10000,2021-01-19 19:00:00.000000,NO2
534,10000,2021-01-19 20:00:00.000000,NO2
535,10000,2021-01-19 21:00:00.000000,NO2
536,10000,2021-01-19 22:00:00.000000,NO2
537,10000,2021-01-19 23:00:00.000000,NO2
538,10000,2021-01-20 00:00:00.000000,NO2
539,10000,2021-01-20 01:00:00.000000,NO2
540,10000,2021-01-20 02:00:00.000000,NO2
541,10000,2021-01-20 03:00:00.000000,NO2
542,10000,2021-01-20 04:00:00.000000,NO2
543,10000,2021-01-20 05:00:00.000000,NO2
544,10000,2021-01-20 06:00:00.000000,NO2
545,10000,2021-01-20 07:00:00.000000,NO2
546,10000,2021-01-20 08:00:00.000000,NO2
547,10000,2021-01-20 09:00:00.000000,NO2
548,10000,2021-01-20 10:00:00.000000,NO2
549,10000,2021-01-20 11:00:00.000000,NO2
550,10000,2021-01-20 12:00:00.000000,NO2
551,10000,2021-01-20 13:00:00.000000,NO2
552,10000,2021-01-20 14:00:00.000000,NO2
553,10000,2021-01-20 15:00:00.000000,NO2
554,10000,2021-01-20 16:00:00.000000,NO2
555,10000,2021-01-20 17:00:00.000000,NO2
556,10000,2021-01-20 18:00:00.000000,NO2
557,10000,2021-01-20 19:00:00.000000,NO2
558,10000,2021-01-20 20:00:00.000000,NO2
