#,station,moment,variable,valeur
132,10000,2021-01-03 02:00:00.000000,NO2,10
133,10000,2021-01-03 03:00:00.000000,NO2,11
134,10000,2021-01-03 04:00:00.000000,NO2,9
135,10000,2021-01-03 05:00:00.000000,NO2,9
136,10000,2021-01-03 06:00:00.000000,NO2,8
137,10000,2021-01-03 07:00:00.000000,NO2,7
138,10000,2021-01-03 08:00:00.000000,NO2,10
139,10000,2021-01-03 09:00:00.000000,NO2,10
140,10000,2021-01-03 10:00:00.000000,NO2,14
141,10000,2021-01-03 11:00:00.000000,NO2,13
142,10000,2021-01-03 12:00:00.000000,NO2,10
143,10000,2021-01-03 13:00:00.000000,NO2,9
144,10000,2021-01-03 14:00:00.000000,NO2,11
145,10000,2021-01-03 15:00:00.000000,NO2,13
146,10000,2021-01-03 16:00:00.000000,NO2,14
147,10000,2021-01-03 17:00:00.000000,NO2,4
148,10000,2021-01-03 18:00:00.000000,NO2,3
149,10000,2021-01-03 19:00:00.000000,NO2,2
150,10000,2021-01-03 20:00:00.000000,NO2,1
151,10000,2021-01-03 21:00:00.000000,NO2,1
152,10000,2021-01-03 22:00:00.000000,NO2,1
153,10000,2021-01-03 23:00:00.000000,NO2,1
154,10000,2021-01-04 00:00:00.000000,NO2,19
155,10000,2021-01-04 01:00:00.000000,NO2,1
156,10000,2021-01-04 02:00:00.000000,NO2,1
157,10000,2021-01-04 03:00:00.000000,NO2,3
158,10000,2021-01-04 04:00:00.000000,NO2,7
159,10000,2021-01-04 05:00:00.000000,NO2,7
160,10000,2021-01-04 06:00:00.000000,NO2,12
161,10000,2021-01-04 07:00:00.000000,NO2,16
162,10000,2021-01-04 08:00:00.000000,NO2,23
163,10000,2021-01-04 09:00:00.000000,NO2,17
164,10000,2021-01-04 10:00:00.000000,NO2,8
165,10000,2021-01-04 11:00:00.000000,NO2,4
166,10000,2021-01-04 12:00:00.000000,NO2,3
167,10000,2021-01-04 13:00:00.000000,NO2,3
168,10000,2021-01-04 14:00:00.000000,NO2,3
169,10000,2021-01-04 15:00:00.000000,NO2,3
170,10000,2021-01-04 16:00:00.000000,NO2,5
171,10000,2021-01-04 17:00:00.000000,NO2,16
172,10000,2021-01-04 18:00:00.000000,NO2,16
173,10000,2021-01-04 19:00:00.000000,NO2,12
174,10000,2021-01-04 20:00:00.000000,NO2,14
175,10000,2021-01-04 21:00:00.000000,NO2,10
176,10000,2021-01-04 22:00:00.000000,NO2,23
177,10000,2021-01-04 23:00:00.000000,NO2,18
178,10000,2021-01-05 00:00:00.000000,NO2,11
179,10000,2021-01-05 01:00:00.000000,NO2,25
180,10000,2021-01-05 02:00:00.000000,NO2,27
181,10000,2021-01-05 03:00:00.000000,NO2,27
182,10000,2021-01-05 04:00:00.000000,NO2,30
183,10000,2021-01-05 05:00:00.000000,NO2,30
184,10000,2021-01-05 06:00:00.000000,NO2,31
185,10000,2021-01-05 07:00:00.000000,NO2,29
186,10000,2021-01-05 08:00:00.000000,NO2,34
187,10000,2021-01-05 09:00:00.000000,NO2,25
188,10000,2021-01-05 10:00:00.000000,NO2,13
189,10000,2021-01-05 11:00:00.000000,NO2,8
190,10000,2021-01-05 12:00:00.000000,NO2,6
191,10000,2021-01-05 13:00:00.000000,NO2,6
192,10000,2021-01-05 14:00:00.000000,NO2,6
193,10000,2021-01-05 15:00:00.000000,NO2,8
194,10000,2021-01-05 16:00:00.000000,NO2,16
195,10000,2021-01-05 17:00:00.000000,NO2,23
196,10000,2021-01-05 18:00:00.000000,NO2,28
197,10000,2021-01-05 19:00:00.000000,NO2,31
198,10000,2021-01-05 20:00:00.000000,NO2,29
199,10000,2021-01-05 21:00:00.000000,NO2,13
200,10000,2021-01-05 22:00:00.000000,NO2,15
201,10000,2021-01-05 23:00:00.000000,NO2,11
202,10000,2021-01-06 00:00:00.000000,NO2,31
203,10000,2021-01-06 01:00:00.000000,NO2,9
204,10000,2021-01-06 02:00:00.000000,NO2,12
205,10000,2021-01-06 03:00:00.000000,NO2,11
206,10000,2021-01-06 04:00:00.000000,NO2,11
207,10000,2021-01-06 05:00:00.000000,NO2,29
208,10000,2021-01-06 06:00:00.000000,NO2,35
209,10000,2021-01-06 07:00:00.000000,NO2,36
210,10000,2021-01-06 08:00:00.000000,NO2,38
211,10000,2021-01-06 09:00:00.000000,NO2,39
212,10000,2021-01-06 10:00:00.000000,NO2,28
213,10000,2021-01-06 11:00:00.000000,NO2,25
214,10000,2021-01-06 12:00:00.000000,NO2,16
215,10000,2021-01-06 13:00:00.000000,NO2,14
216,10000,2021-01-06 14:00:00.000000,NO2,9
217,10000,2021-01-06 15:00:00.000000,NO2,10
218,10000,2021-01-06 16:00:00.000000,NO2,17
219,10000,2021-01-06 17:00:00.000000,NO2,23
220,10000,2021-01-06 18:00:00.000000,NO2,35
221,10000,2021-01-06 19:00:00.000000,NO2,39
222,10000,2021-01-06 20:00:00.000000,NO2,38
223,10000,2021-01-06 21:00:00.000000,NO2,42
224,10000,2021-01-06 22:00:00.000000,NO2,44
225,10000,2021-01-06 23:00:00.000000,NO2,39
226,10000,2021-01-07 00:00:00.000000,NO2,36
227,10000,2021-01-07 01:00:00.000000,NO2,31
228,10000,2021-01-07 02:00:00.000000,NO2,25
229,10000,2021-01-07 03:00:00.000000,NO2,22
230,10000,2021-01-07 04:00:00.000000,NO2,24
231,10000,2021-01-07 05:00:00.000000,NO2,32
232,10000,2021-01-07 06:00:00.000000,NO2,34
233,10000,2021-01-07 07:00:00.000000,NO2,29
234,10000,2021-01-07 08:00:00.000000,NO2,34
235,10000,2021-01-07 09:00:00.000000,NO2,40
236,10000,2021-01-07 10:00:00.000000,NO2,45
237,10000,2021-01-07 11:00:00.000000,NO2,33
238,10000,2021-01-07 12:00:00.000000,NO2,20
239,10000,2021-01-07 13:00:00.000000,NO2,24
240,10000,2021-01-07 14:00:00.000000,NO2,24
241,10000,2021-01-07 15:00:00.000000,NO2,29
242,10000,2021-01-07 16:00:00.000000,NO2,31
243,10000,2021-01-07 17:00:00.000000,NO2,36
244,10000,2021-01-07 18:00:00.000000,NO2,38
245,10000,2021-01-07 19:00:00.000000,NO2,41
246,10000,2021-01-07 20:00:00.000000,NO2,40
247,10000,2021-01-07 21:00:00.000000,NO2,40
248,10000,2021-01-07 22:00:00.000000,NO2,38
249,10000,2021-01-07 23:00:00.000000,NO2,36
250,10000,2021-01-08 00:00:00.000000,NO2,15
251,10000,2021-01-08 01:00:00.000000,NO2,33
252,10000,2021-01-08 02:00:00.000000,NO2,32
253,10000,2021-01-08 03:00:00.000000,NO2,32
254,10000,2021-01-08 04:00:00.000000,NO2,29
255,10000,2021-01-08 05:00:00.000000,NO2,26
256,10000,2021-01-08 06:00:00.000000,NO2,25
257,10000,2021-01-08 07:00:00.000000,NO2,24
258,10000,2021-01-08 08:00:00.000000,NO2,26
259,10000,2021-01-08 09:00:00.000000,NO2,18
260,10000,2021-01-08 10:00:00.000000,NO2,9
261,10000,2021-01-08 11:00:00.000000,NO2,11
262,10000,2021-01-08 12:00:00.000000,NO2,10
263,10000,2021-01-08 13:00:00.000000,NO2,11
264,10000,2021-01-08 14:00:00.000000,NO2,15
265,10000,2021-01-08 15:00:00.000000,NO2,15
266,10000,2021-01-08 16:00:00.000000,NO2,15
267,10000,2021-01-08 17:00:00.000000,NO2,17
268,10000,2021-01-08 18:00:00.000000,NO2,20
269,10000,2021-01-08 19:00:00.000000,NO2,21
270,10000,2021-01-08 20:00:00.000000,NO2,17
271,10000,2021-01-08 21:00:00.000000,NO2,17
272,10000,2021-01-08 22:00:00.000000,NO2,19
273,10000,2021-01-08 23:00:00.000000,NO2,18
274,10000,2021-01-09 00:00:00.000000,NO2,6
275,10000,2021-01-09 01:00:00.000000,NO2,12
276,10000,2021-01-09 02:00:00.000000,NO2,14
277,10000,2021-01-09 03:00:00.000000,NO2,7
278,10000,2021-01-09 04:00:00.000000,NO2,6
279,10000,2021-01-09 05:00:00.000000,NO2,5
280,10000,2021-01-09 06:00:00.000000,NO2,4
281,10000,2021-01-09 07:00:00.000000,NO2,7
282,10000,2021-01-09 08:00:00.000000,NO2,8
283,10000,2021-01-09 09:00:00.000000,NO2,8
284,10000,2021-01-09 10:00:00.000000,NO2,8
285,10000,2021-01-09 11:00:00.000000,NO2,6
286,10000,2021-01-09 12:00:00.000000,NO2,6
287,10000,2021-01-09 13:00:00.000000,NO2,5
288,10000,2021-01-09 14:00:00.000000,NO2,5
289,10000,2021-01-09 15:00:00.000000,NO2,6
290,10000,2021-01-09 16:00:00.000000,NO2,6
291,10000,2021-01-09 17:00:00.000000,NO2,7
292,10000,2021-01-09 18:00:00.000000,NO2,8
293,10000,2021-01-09 19:00:00.000000,NO2,8
294,10000,2021-01-09 20:00:00.000000,NO2,6
295,10000,2021-01-09 21:00:00.000000,NO2,6
296,10000,2021-01-09 22:00:00.000000,NO2,8
297,10000,2021-01-09 23:00:00.000000,NO2,9
298,10000,2021-01-10 00:00:00.000000,NO2,2
299,10000,2021-01-10 01:00:00.000000,NO2,6
300,10000,2021-01-10 02:00:00.000000,NO2,7
301,10000,2021-01-10 03:00:00.000000,NO2,7
302,10000,2021-01-10 04:00:00.000000,NO2,7
303,10000,2021-01-10 05:00:00.000000,NO2,5
304,10000,2021-01-10 06:00:00.000000,NO2,7
305,10000,2021-01-10 07:00:00.000000,NO2,3
306,10000,2021-01-10 08:00:00.000000,NO2,7
307,10000,2021-01-10 09:00:00.000000,NO2,3
308,10000,2021-01-10 10:00:00.000000,NO2,11
309,10000,2021-01-10 11:00:00.000000,NO2,6
310,10000,2021-01-10 12:00:00.000000,NO2,4
311,10000,2021-01-10 13:00:00.000000,NO2,5
312,10000,2021-01-10 14:00:00.000000,NO2,2
313,10000,2021-01-10 15:00:00.000000,NO2,3
314,10000,2021-01-10 16:00:00.000000,NO2,6
315,10000,2021-01-10 17:00:00.000000,NO2,10
316,10000,2021-01-10 18:00:00.000000,NO2,10
317,10000,2021-01-10 19:00:00.000000,NO2,14
318,10000,2021-01-10 20:00:00.000000,NO2,28
319,10000,2021-01-10 21:00:00.000000,NO2,34
320,10000,2021-01-10 22:00:00.000000,NO2,9
321,10000,2021-01-10 23:00:00.000000,NO2,4
322,10000,2021-01-11 00:00:00.000000,NO2,9
323,10000,2021-01-11 01:00:00.000000,NO2,1
324,10000,2021-01-11 02:00:00.000000,NO2,1
325,10000,2021-01-11 03:00:00.000000,NO2,1
326,10000,2021-01-11 04:00:00.000000,NO2,2
327,10000,2021-01-11 05:00:00.000000,NO2,2
328,10000,2021-01-11 06:00:00.000000,NO2,4
329,10000,2021-01-11 07:00:00.000000,NO2,7
330,10000,2021-01-11 08:00:00.000000,NO2,9
331,10000,2021-01-11 09:00:00.000000,NO2,6
332,10000,2021-01-11 10:00:00.000000,NO2,5
333,10000,2021-01-11 11:00:00.000000,NO2,4
334,10000,2021-01-11 12:00:00.000000,NO2,4
335,10000,2021-01-11 13:00:00.000000,NO2,4
336,10000,2021-01-11 14:00:00.000000,NO2,4
337,10000,2021-01-11 15:00:00.000000,NO2,5
338,10000,2021-01-11 16:00:00.000000,NO2,6
339,10000,2021-01-11 17:00:00.000000,NO2,8
340,10000,2021-01-11 18:00:00.000000,NO2,8
341,10000,2021-01-11 19:00:00.000000,NO2,7
342,10000,2021-01-11 20:00:00.000000,NO2,6
343,10000,2021-01-11 21:00:00.000000,NO2,6
344,10000,2021-01-11 22:00:00.000000,NO2,8
345,10000,2021-01-11 23:00:00.000000,NO2,8
346,10000,2021-01-12 00:00:00.000000,NO2,19
347,10000,2021-01-12 01:00:00.000000,NO2,16
348,10000,2021-01-12 02:00:00.000000,NO2,21
349,10000,2021-01-12 03:00:00.000000,NO2,18
350,10000,2021-01-12 04:00:00.000000,NO2,22
351,10000,2021-01-12 05:00:00.000000,NO2,27
352,10000,2021-01-12 06:00:00.000000,NO2,26
353,10000,2021-01-12 07:00:00.000000,NO2,29
354,10000,2021-01-12 08:00:00.000000,NO2,32
355,10000,2021-01-12 09:00:00.000000,NO2,23
356,10000,2021-01-12 10:00:00.000000,NO2,16
357,10000,2021-01-12 11:00:00.000000,NO2,11
358,10000,2021-01-12 12:00:00.000000,NO2,9
359,10000,2021-01-12 13:00:00.000000,NO2,9
360,10000,2021-01-12 14:00:00.000000,NO2,10
361,10000,2021-01-12 15:00:00.000000,NO2,13
362,10000,2021-01-12 16:00:00.000000,NO2,11
363,10000,2021-01-12 17:00:00.000000,NO2,10
364,10000,2021-01-12 18:00:00.000000,NO2,12
365,10000,2021-01-12 19:00:00.000000,NO2,20
366,10000,2021-01-12 20:00:00.000000,NO2,23
367,10000,2021-01-12 21:00:00.000000,NO2,23
368,10000,2021-01-12 22:00:00.000000,NO2,23
369,10000,2021-01-12 23:00:00.000000,NO2,19
370,10000,2021-01-13 00:00:00.000000,NO2,32
371,10000,2021-01-13 01:00:00.000000,NO2,11
372,10000,2021-01-13 02:00:00.000000,NO2,11
373,10000,2021-01-13 03:00:00.000000,NO2,8
374,10000,2021-01-13 04:00:00.000000,NO2,8
375,10000,2021-01-13 05:00:00.000000,NO2,5
376,10000,2021-01-13 06:00:00.000000,NO2,6
377,10000,2021-01-13 07:00:00.000000,NO2,7
378,10000,2021-01-13 08:00:00.000000,NO2,9
379,10000,2021-01-13 09:00:00.000000,NO2,9
380,10000,2021-01-13 10:00:00.000000,NO2,8
381,10000,2021-01-13 11:00:00.000000,NO2,7
382,10000,2021-01-13 12:00:00.000000,NO2,5
383,10000,2021-01-13 13:00:00.000000,NO2,5
384,10000,2021-01-13 14:00:00.000000,NO2,6
385,10000,2021-01-13 15:00:00.000000,NO2,6
386,10000,2021-01-13 16:00:00.000000,NO2,7
387,10000,2021-01-13 17:00:00.000000,NO2,11
388,10000,2021-01-13 18:00:00.000000,NO2,12
389,10000,2021-01-13 19:00:00.000000,NO2,12
390,10000,2021-01-13 20:00:00.000000,NO2,14
391,10000,2021-01-13 21:00:00.000000,NO2,14
392,10000,2021-01-13 22:00:00.000000,NO2,20
393,10000,2021-01-13 23:00:00.000000,NO2,26
394,10000,2021-01-14 00:00:00.000000,NO2,37
395,10000,2021-01-14 01:00:00.000000,NO2,37
396,10000,2021-01-14 02:00:00.000000,NO2,39
397,10000,2021-01-14 03:00:00.000000,NO2,41
398,10000,2021-01-14 04:00:00.000000,NO2,43
399,10000,2021-01-14 05:00:00.000000,NO2,40
400,10000,2021-01-14 06:00:00.000000,NO2,30
401,10000,2021-01-14 07:00:00.000000,NO2,30
402,10000,2021-01-14 08:00:00.000000,NO2,29
403,10000,2021-01-14 09:00:00.000000,NO2,17
404,10000,2021-01-14 10:00:00.000000,NO2,11
405,10000,2021-01-14 11:00:00.000000,NO2,12
406,10000,2021-01-14 12:00:00.000000,NO2,11
407,10000,2021-01-14 13:00:00.000000,NO2,8
408,10000,2021-01-14 14:00:00.000000,NO2,11
409,10000,2021-01-14 15:00:00.000000,NO2,10
410,10000,2021-01-14 16:00:00.000000,NO2,12
411,10000,2021-01-14 17:00:00.000000,NO2,13
412,10000,2021-01-14 18:00:00.000000,NO2,15
413,10000,2021-01-14 19:00:00.000000,NO2,32
414,10000,2021-01-14 20:00:00.000000,NO2,37
415,10000,2021-01-14 21:00:00.000000,NO2,35
416,10000,2021-01-14 22:00:00.000000,NO2,35
417,10000,2021-01-14 23:00:00.000000,NO2,36
418,10000,2021-01-15 00:00:00.000000,NO2,7
419,10000,2021-01-15 01:00:00.000000,NO2,38
420,10000,2021-01-15 02:00:00.000000,NO2,33
421,10000,2021-01-15 03:00:00.000000,NO2,32
422,10000,2021-01-15 04:00:00.000000,NO2,31
423,10000,2021-01-15 05:00:00.000000,NO2,24
424,10000,2021-01-15 06:00:00.000000,NO2,21
425,10000,2021-01-15 07:00:00.000000,NO2,25
426,10000,2021-01-15 08:00:00.000000,NO2,30
427,10000,2021-01-15 09:00:00.000000,NO2,16
428,10000,2021-01-15 10:00:00.000000,NO2,11
429,10000,2021-01-15 11:00:00.000000,NO2,11
430,10000,2021-01-15 12:00:00.000000,NO2,8
431,10000,2021-01-15 13:00:00.000000,NO2,6
432,10000,2021-01-15 14:00:00.000000,NO2,7
433,10000,2021-01-15 15:00:00.000000,NO2,9
434,10000,2021-01-15 16:00:00.000000,NO2,8
435,10000,2021-01-15 17:00:00.000000,NO2,8
436,10000,2021-01-15 18:00:00.000000,NO2,8
437,10000,2021-01-15 19:00:00.000000,NO2,6
438,10000,2021-01-15 20:00:00.000000,NO2,5
439,10000,2021-01-15 21:00:00.000000,NO2,5
440,10000,2021-01-15 22:00:00.000000,NO2,6
441,10000,2021-01-15 23:00:00.000000,NO2,6
442,10000,2021-01-16 00:00:00.000000,NO2,4
443,10000,2021-01-16 01:00:00.000000,NO2,8
444,10000,2021-01-16 02:00:00.000000,NO2,8
445,10000,2021-01-16 03:00:00.000000,NO2,15
446,10000,2021-01-16 04:00:00.000000,NO2,12
447,10000,2021-01-16 05:00:00.000000,NO2,12
448,10000,2021-01-16 06:00:00.000000,NO2,16
449,10000,2021-01-16 07:00:00.000000,NO2,12
450,10000,2021-01-16 08:00:00.000000,NO2,7
451,10000,2021-01-16 09:00:00.000000,NO2,5
452,10000,2021-01-16 10:00:00.000000,NO2,5
453,10000,2021-01-16 11:00:00.000000,NO2,7
454,10000,2021-01-16 12:00:00.000000,NO2,7
455,10000,2021-01-16 13:00:00.000000,NO2,7
456,10000,2021-01-16 14:00:00.000000,NO2,5
457,10000,2021-01-16 15:00:00.000000,NO2,6
458,10000,2021-01-16 16:00:00.000000,NO2,8
459,10000,2021-01-16 17:00:00.000000,NO2,14
460,10000,2021-01-16 18:00:00.000000,NO2,20
461,10000,2021-01-16 19:00:00.000000,NO2,17
462,10000,2021-01-16 20:00:00.000000,NO2,8
463,10000,2021-01-16 21:00:00.000000,NO2,6
464,10000,2021-01-16 22:00:00.000000,NO2,4
465,10000,2021-01-16 23:00:00.000000,NO2,4
466,10000,2021-01-17 00:00:00.000000,NO2,9
467,10000,2021-01-17 01:00:00.000000,NO2,4
468,10000,2021-01-17 02:00:00.000000,NO2,3
469,10000,2021-01-17 03:00:00.000000,NO2,3
470,10000,2021-01-17 04:00:00.000000,NO2,3
471,10000,2021-01-17 05:00:00.000000,NO2,2
472,10000,2021-01-17 06:00:00.000000,NO2,3
473,10000,2021-01-17 07:00:00.000000,NO2,5
474,10000,2021-01-17 08:00:00.000000,NO2,8
475,10000,2021-01-17 09:00:00.000000,NO2,7
476,10000,2021-01-17 10:00:00.000000,NO2,5
477,10000,2021-01-17 11:00:00.000000,NO2,6
478,10000,2021-01-17 12:00:00.000000,NO2,8
479,10000,2021-01-17 13:00:00.000000,NO2,11
480,10000,2021-01-17 14:00:00.000000,NO2,10
481,10000,2021-01-17 15:00:00.000000,NO2,8
482,10000,2021-01-17 16:00:00.000000,NO2,8
483,10000,2021-01-17 17:00:00.000000,NO2,10
484,10000,2021-01-17 18:00:00.000000,NO2,10
485,10000,2021-01-17 19:00:00.000000,NO2,12
486,10000,2021-01-17 20:00:00.000000,NO2,17
487,10000,2021-01-17 21:00:00.000000,NO2,8
488,10000,2021-01-17 22:00:00.000000,NO2,12
489,10000,2021-01-17 23:00:00.000000,NO2,5
490,10000,2021-01-18 00:00:00.000000,NO2,5
491,10000,2021-01-18 01:00:00.000000,NO2,11
492,10000,2021-01-18 02:00:00.000000,NO2,12
493,10000,2021-01-18 03:00:00.000000,NO2,12
494,10000,2021-01-18 04:00:00.000000,NO2,7
495,10000,2021-01-18 05:00:00.000000,NO2,6
496,10000,2021-01-18 06:00:00.000000,NO2,14
497,10000,2021-01-18 07:00:00.000000,NO2,21
498,10000,2021-01-18 08:00:00.000000,NO2,32
499,10000,2021-01-18 09:00:00.000000,NO2,30
500,10000,2021-01-18 10:00:00.000000,NO2,20
501,10000,2021-01-18 11:00:00.000000,NO2,14
502,10000,2021-01-18 12:00:00.000000,NO2,7
503,10000,2021-01-18 13:00:00.000000,NO2,6
504,10000,2021-01-18 14:00:00.000000,NO2,8
505,10000,2021-01-18 15:00:00.000000,NO2,7
506,10000,2021-01-18 16:00:00.000000,NO2,8
507,10000,2021-01-18 17:00:00.000000,NO2,8
508,10000,2021-01-18 18:00:00.000000,NO2,8
509,10000,2021-01-18 19:00:00.000000,NO2,6
510,10000,2021-01-18 20:00:00.000000,NO2,6
511,10000,2021-01-18 21:00:00.000000,NO2,6
512,10000,2021-01-18 22:00:00.000000,NO2,5
513,10000,2021-01-18 23:00:00.000000,NO2,5
514,10000,2021-01-19 00:00:00.000000,NO2,7
515,10000,2021-01-19 01:00:00.000000,NO2,4
516,10000,2021-01-19 02:00:00.000000,NO2,3
